longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-1.3522697172905358,1.028312260442753,1.8557687252892139,-0.5150539744401342,-0.3509240872471278,-0.46236837693398253,-0.25225221182315694,-1.2957053439090098,103900.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.8557687252892139,-0.5338164209297654,-0.4933151507381444,-0.6494523864481749,-0.4981389254779071,-0.2059563922256538,191400.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.8557687252892139,-0.0935853593925656,0.4203608399958787,-0.04231182727004104,0.5141819062709047,-0.6746690156921097,176000.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.8557687252892139,-0.44458039494249524,-0.28210173989313647,-0.42265714849936625,-0.2731787406448378,-0.9337193535324785,155400.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.7763500513929082,-0.7781858459410593,-0.5384056541769664,-0.8012375262427085,-0.6550878916405136,-1.3615736310306161,150000.0,False,False,True,False
-1.3422873305240008,1.0329932610441857,1.617512703600297,-0.8802352500188094,-0.7970827528523131,-0.8497734721072395,-0.8120368578031201,-1.498575456042941,118800.0,False,False,True,False
-1.3422873305240008,1.0329932610441857,1.8557687252892139,-0.7717791568958194,-0.7970827528523131,-0.8453611133922821,-0.7884945128787291,0.049039702522497924,188800.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.8557687252892139,-0.5461721783741568,-0.5384056541769664,-0.6750440669949277,-0.542607799223979,-0.45210686568169517,184400.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.8557687252892139,-0.4486989807572923,-0.2797285555016195,-0.6238607059014223,-0.3071843499800692,-0.6288613340008249,182300.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.6969313774966026,-0.6916955438303205,-0.51230062587028,-0.7138728236865526,-0.5112180059914576,-0.9715238540547112,142500.0,False,False,True,False
-1.3472785239072649,1.0236312598413237,1.1410006602224632,-0.7456947800687712,-0.5360324697854494,-0.765056184780058,-0.6446246272296732,-1.1248479564512872,137500.0,False,False,True,False
-1.3422873305240008,1.0236312598413237,0.9027446385335461,-0.9209634875206917,-0.8136950435929318,-0.884189870083907,-0.8878955247817132,-1.537748921765143,187500.0,False,False,True,False
-1.3472785239072649,1.0236312598413237,0.9027446385335461,-0.7736096394801737,-0.38652185311988196,-0.6397451972752688,-0.38565883306137244,-1.103681648359452,112500.0,False,False,True,False
-1.3472785239072649,1.0236312598413237,-0.606210165496261,-0.796490671784602,-0.20141347058156042,-0.6088586862705672,-0.16069864822830318,-1.552912843980189,171900.0,False,False,True,False
-1.3472785239072649,1.0236312598413237,1.1410006602224632,-0.35168340378651647,-0.19429391740700958,-0.32117289805534677,-0.24178894741231652,-1.2461066816639637,93800.0,False,False,True,False
-1.3472785239072649,1.0236312598413237,0.9821633124298519,0.26747733037131244,0.7478602860252169,0.4712867271509967,0.5769614927359473,-1.4533996044439497,97500.0,False,False,True,False
-1.3472785239072649,1.0236312598413237,1.8557687252892139,-0.460597117555595,-0.19429391740700958,-0.23204325201320788,-0.26009966013128727,-1.3814236264301727,104200.0,False,False,True,False
-1.3522697172905358,1.0236312598413237,1.8557687252892139,-0.671102614756335,-0.718767667932254,-0.6388627255322773,-0.6969409492838753,-1.190663591065202,87500.0,False,False,True,False
-1.3522697172905358,1.0236312598413237,1.8557687252892139,-0.7740672601262623,-0.6997821928001184,-0.7491716934062115,-0.7309465586191067,-1.2951788188320987,83100.0,False,False,True,False
-1.3522697172905358,1.0236312598413237,1.8557687252892139,-0.6399844108223126,-0.592988895181856,-0.7085779932286037,-0.6289297306134125,-1.24547485157167,87500.0,False,False,True,False
-1.3522697172905358,1.0236312598413237,1.8557687252892139,-0.5251216286540827,-0.48144922878055973,-0.6150359884715075,-0.6681669721540641,-1.607987367025113,85300.0,False,False,True,False
-1.3522697172905358,1.0236312598413237,1.8557687252892139,-0.5717989345551163,-0.46721012243145804,-0.3097007653964576,-0.5112180059914576,-1.3974299887682766,80300.0,False,False,True,False
-1.3572609106738067,1.0236312598413237,-2.1151649695260684,-1.1342147085979633,-1.1744190711035072,-1.1745230735281018,-1.1573245833608543,-0.6890431502917886,60000.0,False,False,True,False
-1.3572609106738067,1.028312260442753,1.8557687252892139,-0.6935260264146748,-0.7757240933286607,-0.768586071752024,-0.8172684900085403,-0.2518167264246296,75700.0,False,False,True,False
-1.3572609106738067,1.0236312598413237,1.617512703600297,-1.144739983458,-1.2076436525847443,-1.1815828474720336,-1.2462623308529979,1.183174718189478,75000.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,1.6969313774966026,-0.8587270796526468,-0.8255609655505165,-0.9247835702615148,-0.9872965366846973,-1.5638119130722534,86100.0,False,False,True,False
-1.3622521040570708,1.0189502592398945,1.8557687252892139,-0.6463910998675525,-0.7140212991492202,-0.7977076392707426,-0.8905113408844233,-1.4111722932756623,76100.0,False,False,True,False
-1.3622521040570708,1.0189502592398945,1.5380940297039913,-0.8276088757186244,-0.844546440682652,-0.9115464941166427,-0.9585225595548861,-0.6725629153844644,73500.0,False,False,True,False
-1.3622521040570708,1.0189502592398945,1.8557687252892139,-0.7443219181305055,-0.7804704621116946,-0.7244624846024502,-0.8172684900085403,-1.4239668526446072,78400.0,False,False,True,False
-1.3622521040570708,1.0189502592398945,1.5380940297039913,-0.5406807306210939,-0.4363587253417378,-0.5620876838920191,-0.4379751551155746,-1.6140950579172844,84400.0,False,False,True,False
-1.3572609106738067,1.0142692586384618,1.8557687252892139,-0.7365423671469999,-0.6974090084086015,-0.8232993198174953,-0.9219011341169446,-0.6643491241846478,81300.0,False,False,True,False
-1.3622521040570708,1.0189502592398945,1.8557687252892139,-0.9447597611172971,-1.017788901263389,-1.0156781597896365,-1.0919291807931015,-1.063349827468045,85000.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,1.37925668191138,0.07527665901411501,0.2518647481981757,0.35127057010415624,0.29183753754054553,-1.522163779488568,129200.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,-0.20911679601473282,-0.8550661144839383,-0.9157419724281604,-0.9115464941166427,-0.9742174561711467,-1.1053138760978771,82500.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,1.37925668191138,-0.7786434665871479,-0.5716302356582036,-0.7438768629482627,-0.5818450407646305,-1.6546374888394557,95200.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,1.617512703600297,-0.8202869453812074,-0.7923363840692793,-0.7632912412940751,-0.9088220536033941,-1.116844775282235,75000.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,1.37925668191138,-1.2010273229268937,-1.266973262372668,-1.2415909259954538,-1.2881153884963596,-1.7750537739290744,67500.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,-0.6856288393925667,-0.8244055311960045,-0.8943833129045078,-1.001558611901773,-0.9585225595548861,-0.7309018939062384,137500.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,-0.9238848610814836,-0.6404420314684012,-0.1800548110579079,-0.5850319492097974,-0.15808283212559307,-1.551701836303293,177500.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,0.5850699429483236,0.1269877920221229,0.0572636280937864,-0.16674034303183885,0.025024295064114497,-0.7501727117211926,102100.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,-0.7650475132888723,-0.6541706508510582,-0.6997821928001184,-0.6212132906724478,-0.7649521679543381,-1.4532416469208764,108300.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,-0.44737281770364973,-0.40797074325541,-0.3888950375113989,-0.3273502002562871,-0.4562858678345454,-1.6156746331480183,112500.0,False,False,True,False
-1.3522697172905358,1.0142692586384618,0.7439072907409349,-0.8935062487553778,-0.8587855470317537,-0.9539051377802334,-0.9009746052952637,-0.9792111201776162,131300.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,-0.9238848610814836,-0.7836772936941221,-0.5906157107903391,-0.7200501258874928,-0.5504552475321093,-1.2484760445100647,162500.0,False,False,True,False
-1.3472785239072649,1.0189502592398945,1.8557687252892139,-1.1104184350013577,-1.1435676740137868,-1.0959830884018607,-1.1599403994635644,-1.4239668526446072,112500.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,1.8557687252892139,-1.0509277510098443,-1.0462671139615922,-1.0809810687710057,-1.078850100279551,-1.2375243229103092,112500.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,1.8557687252892139,-1.0298772012897703,-0.887263759729957,-0.9521401942942505,-0.9009746052952637,-1.6130946602711527,137500.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,0.505651269052018,-0.7726943981879966,-0.8398000718996181,-0.8453611133922821,-0.8643531798573222,-1.0858851007598496,118800.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,1.8557687252892139,-0.8527780112534955,-0.9371006319518128,-0.9247835702615148,-1.005607249403668,-0.7702333171515139,98200.0,False,False,True,False
-1.3472785239072649,1.0189502592398945,0.9027446385335461,-0.803812602122019,-0.2061598393645943,-0.7438768629482627,-0.31241598218548944,-1.5238486597346843,118800.0,False,False,True,False
-1.3472785239072649,1.0189502592398945,-1.479815578355623,-0.8061007053524618,-0.45059783169083945,-0.7756458456959557,-0.44320678732099483,-1.6381046014244405,162500.0,False,False,True,False
-1.3472785239072649,1.0142692586384618,-1.479815578355623,-1.1584686028406572,-1.176792255495024,-1.1471664494953662,-1.2044092732096363,-1.5263759801038588,137500.0,False,False,True,False
-1.3472785239072649,1.0142692586384618,1.8557687252892139,-1.0925712298039036,-1.091357617400414,-0.9080166071446768,-1.0840817324849712,-1.3835823792455089,500001.0,False,False,True,False
-1.3472785239072649,1.0142692586384618,-1.0033035349777892,-0.7516438484679225,-0.34617771846409395,-0.5514980229761214,-0.3595006720342714,-0.9358254538401237,162500.0,False,False,True,False
-1.3522697172905358,1.0142692586384618,1.8557687252892139,-1.108130331770915,-1.0699989578767617,-0.45972096170500815,-1.0762342841768409,-1.5818717232103117,137500.0,False,False,True,False
-1.3522697172905358,1.0142692586384618,1.8557687252892139,-1.1625871886554542,-1.2028972838017105,-1.088923314457929,-1.2174883537231869,-1.6433698521935536,162500.0,False,False,True,False
-1.3472785239072649,1.0095882580370326,-0.12969812211842718,-0.7237289890565201,-0.4529710160823564,-0.6238607059014223,-0.5164496381968778,-0.6506594721849533,187500.0,False,False,True,False
-1.3472785239072649,1.0142692586384618,0.8233259646372405,-0.42169936263806695,0.20202787597631994,-0.08643541441961473,-0.08483998124971004,-1.0654032752679994,179200.0,False,False,True,False
-1.3422873305240008,1.0142692586384618,0.5850699429483236,1.2321416523260083,4.601911737848733,1.803819059068122,4.770114705380251,-0.9801588653160568,130000.0,False,False,True,False
-1.3422873305240008,1.0236312598413237,0.18797657346679542,0.8967057187430898,1.8822424251703158,0.5498267122772379,1.780236899982597,-0.5458283293719101,183800.0,False,False,True,False
-1.3422873305240008,1.0189502592398945,0.029139225674184116,-1.0532158542402872,-1.0225352700464228,-1.0792161252850228,-1.0683868358687105,-0.9819490505775551,125000.0,False,False,True,False
-1.3422873305240008,1.0236312598413237,-0.5267914915999554,0.4784404482181411,1.7374781772877823,0.5286473904454425,1.9633440271723044,-1.396692853660601,170000.0,False,False,True,False
-1.3422873305240008,1.0236312598413237,0.6644886168446292,0.45601703655980136,1.2984390648571478,0.36450764624902837,1.2570736794405752,-0.6638225991077366,193100.0,False,False,True,False
-1.33729613714073,1.0189502592398945,0.029139225674184116,0.9241629575084037,2.079216729666222,0.7757394784830551,1.9633440271723044,-0.7265843882755656,257800.0,False,False,True,False
-1.33729613714073,1.0189502592398945,-0.05027944822212153,1.4504267005102538,2.5277485796629247,1.0042996599178469,2.609450604541701,-0.34406391989949275,273400.0,False,False,True,False
-1.33729613714073,1.0189502592398945,0.8233259646372405,-0.8157107389203218,-0.7021553771916355,-0.9141939093456171,-0.7100200297974258,-0.3928727945291719,237500.0,False,False,True,False
-1.33729613714073,1.0189502592398945,1.8557687252892139,-0.2203462783590982,0.3871362585146415,-0.4676632073919314,0.2970691697459657,-0.6800922239842963,350000.0,False,False,True,False
-1.3422873305240008,1.0189502592398945,0.4262325951557123,1.4801720425060105,3.265808925424694,1.1154910995347724,3.373268906533053,-0.542616526402751,335700.0,False,False,True,False
-1.332304943757459,1.0236312598413237,1.8557687252892139,-0.5159692157323114,-0.7424995118474235,-0.6626894625930471,-0.6681669721540641,0.5578208843419051,313400.0,False,False,True,False
-1.332304943757459,1.0189502592398945,1.8557687252892139,-0.2793793417045231,-0.13259112322756905,-0.6318029515883455,-0.11361395837952122,-0.3151050406693702,268500.0,False,False,True,False
-1.33729613714073,1.0189502592398945,1.8557687252892139,-0.4020216748562586,-0.1848011798409418,-0.6520998016771494,-0.2025517058716649,-0.36965303863738286,259400.0,False,False,True,False
-1.332304943757459,1.0236312598413237,1.8557687252892139,0.38645869835433944,0.5057954780904886,0.016813779510387702,0.5717298605305271,0.015184140077100004,275700.0,False,False,True,False
-1.33729613714073,1.0236312598413237,-0.05027944822212153,0.320561325317586,0.7526066548082507,0.0838816319777397,0.7914584131581761,0.018501248061641298,225000.0,False,False,True,False
-1.33729613714073,1.0236312598413237,1.8557687252892139,-0.5548669706498395,-0.5906157107903391,-0.7721159587239899,-0.6446246272296732,0.6426440742323186,262500.0,False,False,True,False
-1.33729613714073,1.0236312598413237,0.26739524736310105,0.5365582702713889,1.329290461946868,0.3362685504733012,1.3669379557544,-0.6467105341081186,218500.0,False,False,True,False
-1.33729613714073,1.0236312598413237,-0.20911679601473282,0.6052013671846737,1.5618625323155284,0.2859676611227872,1.877022095782871,-0.44642039485105306,255000.0,False,False,True,False
-1.33729613714073,1.028312260442753,1.8557687252892139,-0.11921211557352526,0.05014407491923557,-0.42883445070030657,0.05118245609121558,-0.380552107729447,224100.0,False,False,True,False
-1.33729613714073,1.028312260442753,0.505651269052018,-0.4683766685391006,-0.260743080369484,-0.6618069908500556,-0.2025517058716649,-0.21006328782556208,243100.0,False,False,True,False
-1.33729613714073,1.028312260442753,1.8557687252892139,-0.6212219643326814,-0.595362079573373,-0.7862355066118534,-0.5452236153266891,-0.3834479956524593,231600.0,False,False,True,False
-1.33729613714073,1.028312260442753,-0.05027944822212153,1.0916521139768187,2.8766066852159153,0.9998873012028895,3.038444445386159,-0.7622827884901531,218500.0,False,False,True,False
-1.33729613714073,1.028312260442753,1.8557687252892139,0.7109117364311323,1.3459027526874865,0.3186191156134717,1.4061751972950516,-0.4114591297441414,234100.0,False,False,True,False
-1.3273137503741952,1.0329932610441857,1.6969313774966026,-0.05560284576721467,-0.32956542772347536,-0.40147782666757087,-0.33072669490446016,1.0469626807925203,327600.0,False,False,True,False
-1.3273137503741952,1.0329932610441857,1.4586753558076857,0.24642678065123844,-0.19904028619004346,-0.2885214435646622,-0.03775529140092809,0.7453691167377169,347600.0,False,False,True,False
-1.332304943757459,1.028312260442753,0.9821633124298519,-0.02768798635581219,-0.31295313698285676,-0.5567928534340703,-0.3228792465963299,1.0977196982067714,366100.0,False,False,True,False
-1.332304943757459,1.0376742616456152,0.6644886168446292,-1.0536734748863756,-1.1483140427968208,-1.170993186556136,-1.1834827443879554,0.5755647794338163,335000.0,False,False,True,False
-1.3273137503741952,1.0376742616456152,1.8557687252892139,0.07481903836802645,-0.301087215025272,-0.32117289805534677,-0.25225221182315694,1.3016955130022159,373600.0,False,False,True,False
-1.332304943757459,1.0329932610441857,1.8557687252892139,0.4084244893665906,0.08574184079198972,-0.21880617586833578,0.14535183578877947,0.6877146208159273,389500.0,False,False,True,False
-1.332304943757459,1.0376742616456152,1.8557687252892139,-0.011213643096623836,-0.41025369703505143,-0.46236837693398253,-0.34642159152072083,1.7713558816071124,391100.0,False,False,True,False
-1.322322556990924,1.0376742616456152,-0.05027944822212153,1.2129215851902884,1.2106312423710208,0.5348246926463828,1.1942940929755328,0.8349836848280231,337300.0,False,False,True,False
-1.322322556990924,1.0329932610441857,1.6969313774966026,0.13659782558998276,-0.15394978275122154,-0.34764705034509097,-0.05345018801718874,1.9106744169578471,295200.0,False,False,True,False
-1.3173313636076531,1.0329932610441857,1.2204193341187688,0.3603743215272912,0.14032508179687941,-0.05907879038687904,0.255216112102604,1.1311013880829488,292300.0,False,False,True,False
-1.3173313636076531,1.028312260442753,0.9027446385335461,1.0774658739480731,0.323060279943684,0.16859891930492119,0.40431762995708015,1.939317381141823,411500.0,False,False,True,False
-1.3123401702243893,1.0329932610441857,0.10855789957048975,-0.19471952217813854,-0.45534420047387336,-0.5126692662844965,-0.40920117798576344,1.1559533717131631,311500.0,False,False,True,False
-1.3173313636076531,1.0329932610441857,0.4262325951557123,0.183732752137105,-0.11360564809543351,-0.2514576303590203,-0.008981314271116907,1.676265452716928,325900.0,False,False,True,False
-1.3073489768411182,1.0329932610441857,-0.844466187185178,-0.46654618595474634,-0.7780972777201777,-0.7871179783548449,-0.7989577772895695,4.0703223249250025,392600.0,False,False,True,False
-1.3123401702243893,1.0329932610441857,0.505651269052018,0.1045643803637832,-0.1848011798409418,-0.3114657088824405,-0.14761956771475263,1.9044614210502935,319300.0,False,False,True,False
-1.3173313636076531,1.028312260442753,0.4262325951557123,1.1113298017586268,0.5936033005766156,0.1783061084778274,0.6972890334606122,1.5934957106264687,333300.0,False,False,True,False
-1.3073489768411182,1.028312260442753,-0.05027944822212153,-0.5997137939665189,-0.8398000718996181,-0.848891000364248,-0.80942104170041,2.281821943672636,335200.0,False,False,True,False
-1.3123401702243893,1.028312260442753,-0.20911679601473282,-0.47935956404522617,-0.7472458806304574,-0.7791757326679216,-0.7544889035434976,2.3850735112549453,351200.0,False,False,True,False
-1.3073489768411182,1.028312260442753,0.029139225674184116,-0.38692019353533597,-0.6333330298376441,-0.6741615952519362,-0.6027715695863114,1.5704339122577529,368900.0,False,False,True,False
-1.3073489768411182,1.0236312598413237,0.26739524736310105,-0.3667848851074391,-0.6499453205782627,-0.6971058605697146,-0.6184664662025721,2.3408454047943947,365900.0,False,False,True,False
-1.3123401702243893,1.0236312598413237,0.6644886168446292,-0.6441029966371097,-0.846919625074169,-0.8868372853128814,-0.8460424671383514,1.6566260673481359,366700.0,False,False,True,False
-1.3123401702243893,1.0236312598413237,0.8233259646372405,0.5187110650739348,-0.00918553486868801,-0.1411486624850861,0.0014819501397235252,1.2947453819869863,362800.0,False,False,True,False
-1.3023577834578544,1.0189502592398945,0.10855789957048975,-1.0728935420220955,-1.186284993061092,-1.1462839777523748,-1.1704036638744049,1.311699489463531,483300.0,False,False,True,False
-1.3173313636076531,1.0236312598413237,1.8557687252892139,-0.11966973621961383,-0.4861955975635936,-0.5400258903172322,-0.39089046526679266,1.6763181052246192,331400.0,False,False,True,False
-1.3123401702243893,1.0189502592398945,1.2998380080150744,0.14986882432655116,-0.24175760523734846,-0.3158780675973979,-0.19208844146082446,1.5342616394739454,323500.0,False,False,True,False
-1.3173313636076531,1.0142692586384618,1.6969313774966026,0.08992051968894911,0.15931055692901497,-0.14556102120004347,0.13750438748064914,-0.5150792648802889,216700.0,False,False,True,False
-1.3173313636076531,1.0142692586384618,0.7439072907409349,-0.17504183439633023,-0.006812350477171067,-0.4182447897844089,-0.03252365919550788,-0.4159345928978877,233100.0,False,False,True,False
-1.3173313636076531,1.0189502592398945,1.8557687252892139,-0.5708836932629392,-0.7733509089371438,-0.8074148284436488,-0.7204832942082663,0.7208330481536491,296400.0,False,False,True,False
-1.322322556990924,1.0189502592398945,1.8557687252892139,-0.3045484772393942,-0.48144922878055973,-0.582384533980823,-0.5007547415806172,1.3955749342155042,273700.0,False,False,True,False
-1.322322556990924,1.0142692586384618,1.8557687252892139,-0.20753290026861837,-0.1729352578833571,-0.26116481953192655,-0.10315069396868079,-0.32010702890002773,227700.0,False,False,True,False
-1.322322556990924,1.0142692586384618,1.8557687252892139,-0.16039797372149614,-0.17530844227487405,-0.3105832371394491,-0.15285119992017285,-0.44299798185112954,199600.0,False,False,True,False
-1.322322556990924,1.0142692586384618,1.8557687252892139,0.03866700732702979,0.007426755871930592,-0.211746401924404,0.04071919168037515,0.3536344595156955,239800.0,False,False,True,False
-1.322322556990924,1.0189502592398945,1.8557687252892139,-0.28029458299670024,-0.47195649121449196,-0.5903267796677463,-0.4170486262938938,0.1057464533058469,270100.0,False,False,True,False
-1.322322556990924,1.0189502592398945,1.8557687252892139,0.14071641140477986,-0.004439166085654124,-0.34499963511611653,0.05641408829663579,0.7791193741677324,302100.0,False,False,True,False
-1.3273137503741952,1.0142692586384618,1.8557687252892139,-0.27617599718190317,-0.12309838566150129,-0.5629701556350105,-0.1057665100713909,-0.3742864593142024,269500.0,False,False,True,False
-1.3273137503741952,1.0189502592398945,1.8557687252892139,-0.5507483848350424,-0.7330067742813557,-0.7174027106585185,-0.7492572713380775,0.4736821770514765,314700.0,False,False,True,False
-1.322322556990924,1.0189502592398945,1.8557687252892139,0.13293686042127426,-0.32244587454892454,-0.3564717677750057,-0.31241598218548944,2.2562854774424363,390100.0,False,False,True,False
